Gene	RNA Tissue Category	RNA TS TPM	BaseMean	log2FoldChange	lfcSE	stat	P_value	P value adjusted
GGT6	Mixed		24.14817241	-0.207961594	0.392653576	-0.529631225	0.59636764	0.950413471
C19orf48	Expressed in all		150.7869088	-0.141747523	0.140816798	-1.006609477	0.314122479	0.866907885
KLK1	Group enriched	pancreas: 1994.7;salivary gland: 2549.9	0.144319529	0.476641466	2.530625675	0.188349257	0.850602875	NA
KLK4	Tissue enriched	prostate: 406.5	0.061372384	-0.120856713	4.031098341	-0.029981088	0.976082136	NA
KLK2	Tissue enriched	prostate: 867.2	0	NA	NA	NA	NA	NA
KLK5	Tissue enriched	skin: 213.5	0.045915362	-0.219563301	4.131676532	-0.053141455	0.957619202	NA
KLK6	Group enriched	cerebral cortex: 78.6;esophagus: 63.0;fallopian tube: 44.9;tonsil: 31.3	0.060262973	0.463654049	3.556091778	0.130383038	0.896263386	NA
KLK11	Tissue enhanced	esophagus: 225.7;skin: 214.5	8.676289276	-0.889140301	0.499446204	-1.780252395	0.075034664	0.704671009
KLK13	Tissue enriched	esophagus: 402.2	0.077012781	0.342839065	3.01937793	0.113546258	0.909597492	NA
ZNF83	Expressed in all		111.3579882	0.878323848	0.251008476	3.499180031	0.000466691	0.253176201
KRT80	Tissue enhanced	skin: 125.0	18.02308814	-0.247189465	0.504088789	-0.490368901	0.623872879	0.956929699
KRT1	Tissue enriched	skin: 15454.7	1.090392925	1.314896676	0.955109014	1.376698007	0.168605635	0.790698239
ACER1	Tissue enriched	skin: 67.8	1.303967282	0.216683825	0.7076159	0.306216728	0.759439637	0.973213829
OTUB1	Expressed in all		487.8770497	-0.150154031	0.094695795	-1.585646234	0.112819582	0.755327962
RCOR2	Tissue enhanced	cerebral cortex: 13.2	3.769756194	-0.087651605	0.432703933	-0.202567155	0.839473365	0.981181203
ANGPTL4	Tissue enhanced	adipose tissue: 78.7	657.8741148	0.027913056	0.317366736	0.087952054	0.929914784	0.992479728
CD320	Expressed in all		124.2786214	-0.166075111	0.207430295	-0.800630937	0.423345335	0.908518022
SPRYD3	Expressed in all		324.0527506	-0.246696829	0.135190882	-1.824803763	0.068030648	0.697280847
IGFBP6	Tissue enhanced	adipose tissue: 72.2	54.72362336	-0.500732033	0.291494172	-1.717811474	0.085831008	0.719092186
SOAT2	Group enriched	duodenum: 12.1;small intestine: 22.0	27.70112194	-0.063673365	0.279087034	-0.228148775	0.819530583	0.978127277
ZNF558	Mixed		118.5719857	-0.004883124	0.13824013	-0.035323491	0.971821792	0.997785627
CABP2	Not detected		0.017854368	0.167679257	4.131705827	0.040583542	0.967627905	NA
NDUFV1	Expressed in all		1499.435692	-0.244837532	0.164602939	-1.487443257	0.136897779	0.774888454
CDK2AP2	Expressed in all		665.7098936	0.038016819	0.1624806	0.23397759	0.815002376	0.977674842
NUDT8	Expressed in all		184.4269313	-0.482700821	0.246632868	-1.957163396	0.050328261	0.659575293
TBX10	Group enriched	colon: 8.8;duodenum: 5.8;rectum: 8.6;small intestine: 10.6	5.578488236	-0.153338948	0.363940923	-0.421329226	0.673514691	0.965487139
PRDX2	Expressed in all		1736.845676	0.006842217	0.094254501	0.072593005	0.942129993	0.994111829
OR8J3	Not detected		0	NA	NA	NA	NA	NA
OR5I1	Not detected		0	NA	NA	NA	NA	NA
ZNF232	Mixed		37.88977323	0.140185925	0.232281708	0.60351685	0.546164909	0.938463233
MIS12	Expressed in all		218.1913299	-0.06290172	0.116007734	-0.542220059	0.587666919	0.947508012
CD300C	Tissue enhanced	lung: 12.4	17.05839718	0.144477941	0.252395309	0.572427205	0.567032589	0.941916744
CD300A	Tissue enhanced	spleen: 85.8	140.0777506	-0.076038526	0.199754998	-0.380658941	0.703456339	0.968005945
TEKT1	Group enriched	fallopian tube: 79.5;testis: 16.7	0.375039675	0.341699538	1.556189709	0.219574475	0.826202573	NA
HID1	Expressed in all		83.09672717	-0.284312845	0.200745975	-1.416281671	0.156693052	0.783191598
MRPL58	Expressed in all		315.1872585	-0.138415673	0.103571451	-1.3364269	0.181409779	0.796523767
ATP5H	Expressed in all		1293.253214	-0.02791183	0.1130083	-0.246989206	0.804916578	0.977320647
TMEM88	Mixed		16.72434915	-0.108208764	0.318861911	-0.339359328	0.734339054	0.971804386
EVPL	Group enriched	esophagus: 77.5;skin: 111.0	2.581787119	0.475554274	0.589878477	0.806190245	0.420133163	0.907775022
SRP68	Expressed in all		412.9490134	-0.149603119	0.212005776	-0.705655866	0.480402173	0.921238405
MGAT5B	Tissue enriched	cerebral cortex: 23.1	2.135294416	0.388694786	0.718758727	0.54078618	0.58865497	0.947714486
TMC8	Tissue enhanced	lymph node: 118.8;spleen: 104.5	153.5916714	-0.068470462	0.200805807	-0.340978494	0.733119772	0.971804386
TK1	Mixed		42.4263032	0.37541546	0.214459155	1.750521953	0.080028289	0.714568926
TMEM68	Expressed in all		241.9264576	0.091980385	0.144189232	0.637914383	0.523529414	0.932074969
CYP7A1	Tissue enriched	liver: 26.0	1085.018318	0.25086398	0.426378698	0.588359552	0.556290981	0.94057915
GSDMA	Tissue enriched	skin: 58.4	5.861791641	-0.115880359	0.39320734	-0.294705482	0.768218875	0.973833012
KRT24	Tissue enhanced	epididymis: 20.3;esophagus: 28.4;tonsil: 67.0	0	NA	NA	NA	NA	NA
TMEM99	Tissue enhanced	testis: 177.0	114.2856537	-0.108878081	0.121117987	-0.89894229	0.3686834	0.894917965
GHDC	Expressed in all		114.6977377	-0.479650331	0.232816348	-2.060208977	0.039378567	0.628367611
FAM234A	Expressed in all		556.3123427	-0.248621018	0.111012565	-2.23957547	0.025118497	0.596876353
SOST	Tissue enriched	kidney: 10.3	0.446702725	0.428294825	1.33850706	0.319979504	0.748983868	NA
PRR25	Not detected		0.053405446	0.246544852	4.131593348	0.059673068	0.952416022	NA
ZNF598	Mixed		131.0649241	0.259821085	0.300729883	0.863968297	0.387605306	0.898898232
RAB26	Tissue enhanced	cerebral cortex: 21.1	282.9701138	0.332842701	0.255561303	1.30239867	0.192780137	0.804812064
MLST8	Expressed in all		229.5564909	-0.522738119	0.20379402	-2.565031691	0.010316638	0.510239429
E4F1	Expressed in all		177.5637681	-0.194556025	0.186824619	-1.041383227	0.297697724	0.862245368
DNASE1L2	Tissue enriched	skin: 11.9	4.414170269	0.555974473	0.495193887	1.122740986	0.261547516	0.843856256
ECI1	Expressed in all		175.9438259	-0.14275461	0.334653309	-0.426574626	0.669689182	0.964972915
CASKIN1	Tissue enriched	cerebral cortex: 20.3	0.53451073	0.249086096	1.074718288	0.231768733	0.816717643	NA
ABCA3	Tissue enhanced	lung: 135.5	59.44111907	-0.133507781	0.213112872	-0.626465121	0.531009908	0.934898186
KCTD5	Expressed in all		221.4020868	-0.030686476	0.086387379	-0.355219437	0.722425204	0.969891533
SRRM2	Expressed in all		284.4546601	-0.627017385	0.398860875	-1.572020279	0.115945848	0.759310922
ZNF597	Mixed		18.28282145	0.0836407	0.205980062	0.406062116	0.68469696	0.967541107
NLRC3	Tissue enhanced	lymph node: 15.7	16.3698021	0.451751733	0.651154597	0.693770319	0.487826259	0.922373238
SDHAF2	Expressed in all		306.882875	0.017103371	0.079698621	0.214600585	0.830078738	0.980253489
DDB1	Expressed in all		1646.732323	-0.184029057	0.070427634	-2.613023419	0.008974515	0.498951158
VPS37C	Expressed in all		121.7179292	-0.205613154	0.121084829	-1.698091787	0.08949044	0.725415173
VWCE	Tissue enhanced	fallopian tube: 5.1;ovary: 5.8	111.8414414	-0.229002263	0.372949108	-0.614030864	0.539194932	0.937356068
RAB3IL1	Mixed		149.964388	-0.18831221	0.188869658	-0.997048501	0.318740969	0.868915214
BEST1	Mixed		48.67043486	0.162664784	0.182600096	0.890825292	0.373022904	0.895548112
FTH1	Expressed in all		8012.394701	-0.128992986	0.277930349	-0.464119828	0.642561897	0.959724421
BSCL2	Expressed in all		327.1336379	0.156146718	0.179646488	0.869188819	0.384743862	0.898474152
POLR2G	Expressed in all		300.1951302	0.029423733	0.075255924	0.390982281	0.695810333	0.967669272
SLC3A2	Expressed in all		704.3937131	-0.227001018	0.139364992	-1.628823811	0.103350323	0.741580784
HRASLS5	Tissue enriched	testis: 96.2	1.40173216	-0.034733184	0.694331612	-0.050023913	0.960103333	0.995942035
C11orf84	Expressed in all		35.25799192	-0.038334163	0.183784896	-0.208581683	0.834774811	0.980721872
ATG16L2	Expressed in all		185.9899138	0.136481483	0.173495406	0.78665762	0.431482319	0.910073267
C2CD3	Mixed		205.5671994	-0.112474836	0.108515904	-1.036482511	0.299977094	0.862659759
TRANK1	Mixed		63.18231167	-0.104586524	0.343108202	-0.304820822	0.760502622	0.973213829
TTC21A	Tissue enriched	testis: 39.4	19.64691844	0.147789899	0.28504392	0.518481148	0.60412261	0.952553691
RPSA	Expressed in all		4138.933559	-0.116028118	0.097639885	-1.188327067	0.234704578	0.831313453
ENTPD3	Tissue enhanced	"cervix, uterine: 33.6"	2.750499193	0.609621749	0.48559707	1.255406564	0.209331208	0.817177771
CTNNB1	Expressed in all		3720.984138	-0.034297546	0.080957314	-0.423649756	0.671821263	0.965086719
ULK4	Tissue enhanced	testis: 38.1	31.21422614	-0.191553087	0.225878167	-0.848037196	0.396417256	0.901040648
FADD	Expressed in all		123.9736608	-0.401912131	0.189360919	-2.122466103	0.033798616	0.618030305
LTBP3	Expressed in all		870.2307631	0.223557291	0.269572823	0.829302034	0.40693352	0.904611237
NAALADL1	Tissue enriched	small intestine: 104.2	17.09944543	0.135170092	0.206486054	0.654620927	0.512711847	0.931010131
SAC3D1	Tissue enhanced	testis: 11.6	73.76265802	-0.21545212	0.221002901	-0.974883674	0.329617965	0.875287151
BATF2	Mixed		63.05171365	-0.287036581	0.169417503	-1.694255767	0.090216692	0.725415173
SLC22A11	Group enriched	epididymis: 10.0;kidney: 26.0;placenta: 44.8	10.53042497	-0.226908897	0.435167154	-0.521429283	0.602067757	0.95233539
SF1	Expressed in all		1569.917398	-0.086295422	0.073019651	-1.181810923	0.237280733	0.834050528
MAP4K2	Mixed		88.93305528	-0.00098548	0.145250547	-0.006784692	0.994586641	0.999432613
MAJIN	Tissue enriched	testis: 41.6	3.278456243	-0.159288301	0.395677588	-0.402570945	0.687263888	0.967541107
CCDC88B	Tissue enhanced	spleen: 36.2	54.17319486	-0.267592339	0.273016284	-0.980133256	0.327020345	0.873653357
SCARA3	Tissue enhanced	fallopian tube: 151.9	69.96205187	-0.257442593	0.192235894	-1.339201478	0.180505091	0.795617261
PBK	Tissue enriched	testis: 108.8	10.04793942	1.311362302	0.491941901	2.665685318	0.007683157	0.483344001
SCARA5	Mixed		85.98295619	0.159684159	0.300667553	0.531098742	0.595350356	0.950302631
PNOC	Tissue enhanced	cerebral cortex: 44.2;fallopian tube: 26.3;lymph node: 28.9	2.988994052	-0.288460303	0.503634716	-0.572756987	0.566809246	0.941916744
COPS6	Expressed in all		602.5604453	-0.09137919	0.066740337	-1.369174829	0.170944632	0.79070249
PAFAH1B2	Expressed in all		988.3905125	-0.002105571	0.086085153	-0.024459168	0.980486353	0.998658478
ANKS3	Mixed		10.48381076	-0.40991928	0.498817606	-0.8217819	0.411201037	0.905616988
NUDT16L1	Expressed in all		284.9901599	-0.379612006	0.164663695	-2.305377681	0.02114543	0.574688821
KIAA1586	Mixed		116.0391247	0.119134603	0.129510126	0.919886401	0.357632126	0.890275239
RAB4A	Expressed in all		898.5382244	0.03422113	0.089754458	0.381274984	0.702999214	0.968005945
OR1F1	Not detected		0.003529959	0.167679213	4.131705827	0.040583531	0.967627914	NA
OR2B2	Not detected		0.082713992	0.150343395	3.810365657	0.039456422	0.968526497	NA
KCNJ4	Group enriched	cerebral cortex: 40.9;heart muscle: 11.4	11.07137986	0.077036328	0.393003193	0.196019599	0.844594825	0.981811408
SETD5	Expressed in all		801.8815521	-0.03566872	0.107360816	-0.332232204	0.739713928	0.971967975
VASN	Mixed		499.7090224	-0.224285758	0.171858087	-1.305063742	0.191871144	0.804459695
FAM83B	Tissue enhanced	skin: 27.3	4.893212946	-0.132662245	0.53280562	-0.248988074	0.803370007	0.977213931
HIST3H3	Tissue enriched	testis: 2.1	0.082186316	0.433292253	3.836137148	0.112950147	0.910070079	NA
THAP9	Mixed		63.21472534	0.159053633	0.178648819	0.890314495	0.37329704	0.895548112
OR2C1	Tissue enhanced	fallopian tube: 1.1	0.836812346	0.52143458	0.829842604	0.628353591	0.529772332	NA
RNF187	Expressed in all		464.0671505	-0.561131124	0.199757226	-2.809065456	0.004968554	0.434548916
HOOK3	Mixed		228.466627	0.124975713	0.121775461	1.026279945	0.304759648	0.863840591
MAPK1IP1L	Expressed in all		577.7524522	0.032340968	0.087528583	0.369490359	0.711762258	0.968738503
DDIT4	Expressed in all		546.3044605	0.091206052	0.280800528	0.324807268	0.745326944	0.971967975
RBPJ	Expressed in all		1059.350976	0.069873252	0.085858495	0.813818741	0.415748797	0.907775022
LMBRD1	Expressed in all		1726.158772	0.032364964	0.09935826	0.325740046	0.744621043	0.971967975
ZCCHC4	Mixed		79.95135066	0.038906979	0.127591752	0.304933338	0.760416924	0.973213829
PTGDR	Tissue enhanced	rectum: 8.6;spleen: 8.7	18.70488376	0.255954202	0.241330297	1.060597055	0.288873062	0.857675263
TTC39C	Expressed in all		2307.958061	-0.140519774	0.143259337	-0.980876893	0.326653453	0.873653357
GLYCTK	Tissue enhanced	duodenum: 38.3;liver: 60.6	2896.4536	-0.215018914	0.164534158	-1.306834497	0.191268926	0.804459695
GNG4	Tissue enhanced	cerebral cortex: 25.3;ovary: 18.4;prostate: 17.5	3.169098437	0.060784299	0.550146768	0.110487423	0.912022824	0.992479728
UBTD2	Mixed		386.572232	0.077765328	0.096296625	0.807560265	0.419343769	0.907775022
POLR2J3	Expressed in all		185.720242	0.047476024	0.188636285	0.251680233	0.801288237	0.977213931
NKIRAS2	Expressed in all		172.3806054	-0.162884262	0.208930603	-0.7796094	0.435620822	0.910797267
DNAJC7	Expressed in all		589.188419	-0.185587639	0.106626901	-1.740532996	0.081765471	0.716750838
KCNV2	Tissue enriched	testis: 6.6	0.046562954	0.311863512	3.713796665	0.08397431	0.933076857	NA
IRF2BP2	Expressed in all		2086.671304	0.184001599	0.095024753	1.936354402	0.05282431	0.667750226
PTF1A	Tissue enriched	pancreas: 18.2	0.053448835	0.304085033	3.618735036	0.084030754	0.93303198	NA
NT5DC2	Expressed in all		79.67883784	0.132961945	0.169181316	0.785913884	0.43191794	0.910161842
FOXI1	Tissue enhanced	breast: 10.4;kidney: 20.0	0.003529959	0.167679213	4.131705827	0.040583531	0.967627914	NA
SMIM4	Expressed in all		142.5327961	0.225633061	0.134997867	1.671382423	0.094646165	0.732675407
COA6	Expressed in all		232.9302037	0.16804989	0.114921377	1.462303137	0.143658159	0.779306553
KIF5C	Tissue enhanced	cerebral cortex: 205.3	10.23557394	0.176431444	0.446793355	0.394883769	0.692928669	0.967669272
MGAT2	Expressed in all		314.0167637	-0.699093712	0.302282669	-2.312715162	0.020738305	0.574316972
BMI1	Expressed in all		969.4263749	-0.195098755	0.187865709	-1.03850115	0.2990368	0.862245368
THAP11	Expressed in all		216.9550896	-0.090740075	0.095339938	-0.951753028	0.341222249	0.879802836
MMADHC	Expressed in all		1847.32174	0.019692386	0.093254225	0.211168836	0.832755528	0.980488409
PDHB	Expressed in all		1032.534162	-0.091435268	0.082878704	-1.103242015	0.26992208	0.846639484
PXK	Expressed in all		152.8735179	-0.285501379	0.188116387	-1.517684789	0.129093881	0.770944622
HIST1H1E	Tissue enriched	bone marrow: 36.2	4.55161334	0.246228986	0.451467874	0.545396472	0.585480866	0.946478902
PCMTD1	Expressed in all		854.9935138	-0.059681447	0.131405202	-0.454178723	0.649700196	0.961689548
KCTD6	Expressed in all		204.4095613	-0.087885582	0.110892516	-0.792529423	0.428052043	0.90954895
MPLKIP	Mixed		780.8091218	0.198998851	0.137368384	1.448651037	0.147435061	0.780079765
ACOX2	Tissue enhanced	liver: 87.9	2739.41424	0.003613869	0.141155796	0.025601988	0.979574801	0.998658478
FAM107A	Group enriched	cerebral cortex: 485.7;fallopian tube: 125.1	103.5797292	-0.015485115	0.269791757	-0.057396545	0.954229315	0.995220524
IRF2	Expressed in all		618.751071	-0.024159665	0.099428056	-0.242986399	0.808015934	0.977320647
MOBP	Tissue enriched	cerebral cortex: 175.9	0.941798798	1.050388555	0.74953661	1.401383924	0.161099297	NA
CX3CR1	Tissue enhanced	cerebral cortex: 59.2	34.3712722	-0.286762415	0.63933591	-0.448531689	0.653769522	0.961888259
C8orf22	Tissue enriched	skeletal muscle: 362.1	0.259909546	-0.782154429	2.246941472	-0.348097375	0.727767055	NA
XIRP1	Group enriched	heart muscle: 113.0;skeletal muscle: 58.4	0.337550053	-0.126719234	1.419799243	-0.089251516	0.928882025	NA
INSM2	Tissue enhanced	cerebral cortex: 1.3	0.392827391	-0.473034306	2.20352251	-0.214671874	0.830023153	NA
DEGS2	Tissue enhanced	skin: 31.4;small intestine: 38.7	9.116246144	-0.043071075	0.382783514	-0.112520717	0.910410544	0.992479728
SCN11A	Tissue enhanced	placenta: 3.7;spleen: 5.3	7.281453072	0.03154917	0.271360963	0.116262742	0.907444313	0.992340257
ARF4	Expressed in all		2315.433091	0.018754632	0.114785962	0.163387851	0.870213068	0.988345109
2-Sep	Expressed in all		1805.727241	0.032718492	0.117953221	0.277385318	0.781484254	0.974804196
FILIP1L	Mixed		181.0371604	-0.060514716	0.295947635	-0.204477783	0.837980152	0.980986931
MFSD2A	Tissue enhanced	epididymis: 116.7;seminal vesicle: 110.9	2745.266027	-0.115947343	0.228358509	-0.507742599	0.61163387	0.955926458
DTYMK	Expressed in all		100.0827169	0.012941479	0.135356383	0.095610408	0.923829999	0.992479728
TAP1	Mixed		198.2996799	-0.457240003	0.230213073	-1.986160023	0.047015558	0.653326211
ING5	Expressed in all		242.8199178	-0.026127415	0.113843159	-0.229503606	0.818477519	0.977674842
ATG4B	Expressed in all		339.0565742	-0.08621851	0.136371831	-0.632231084	0.527235888	0.933505256
BDKRB2	Mixed		23.25734289	-0.579279105	0.479430414	-1.208265241	0.226945254	0.826610539
MLKL	Mixed		72.39274361	0.039132273	0.161791653	0.241868303	0.808882211	0.977320647
RFWD3	Mixed		99.09737801	-0.285575824	0.218099758	-1.309381665	0.190405099	0.804458254
MTNR1A	Tissue enhanced	kidney: 2.2;testis: 1.9	0.358727288	1.279895082	1.064914036	1.201876432	0.229411407	NA
KCNG4	Not detected		0.008835722	0.167679257	4.131705827	0.040583542	0.967627905	NA
RHOH	Tissue enhanced	lymph node: 98.3;tonsil: 77.5	28.31743385	0.239378738	0.212580923	1.12605936	0.260140394	0.843072685
KLHL30	Tissue enhanced	skeletal muscle: 22.1	1.138019903	-0.033200856	0.631888801	-0.052542245	0.958096635	0.995536264
COG7	Expressed in all		189.5362716	0.008729659	0.070271997	0.124226704	0.901135779	0.991555741
CDC40	Expressed in all		540.4290248	-0.028469559	0.084927468	-0.335222034	0.737457602	0.971804386
STIP1	Expressed in all		529.05414	-0.085490405	0.109102553	-0.783578407	0.43328753	0.910411001
SCNN1B	Tissue enhanced	"cervix, uterine: 72.0"	4.602971448	-0.190057239	0.411257704	-0.462136605	0.643983361	0.960018918
HR	Tissue enhanced	skin: 58.9	10.50117472	-0.254659928	0.386320492	-0.659193423	0.509771569	0.929383789
TXNDC2	Tissue enriched	testis: 143.7	0.148583051	0.481800016	1.794568349	0.268476827	0.78833231	NA
RAB31	Expressed in all		0.408863903	-0.250162555	4.131013131	-0.060557192	0.951711867	NA
REEP4	Expressed in all		101.9789633	-0.072477794	0.183119265	-0.395795572	0.692255844	0.967669272
TNXB	Tissue enhanced	adrenal gland: 91.6	330.0183551	0.068794066	0.20841163	0.330087461	0.741333878	0.971967975
LGI3	Group enriched	cerebral cortex: 76.0;lung: 23.9;skin: 17.3;thyroid gland: 21.6	0.886776746	0.725999892	0.746981589	0.971911359	0.331094648	NA
SFTPC	Tissue enriched	lung: 25269.5	0.023173817	0.246775108	4.131592815	0.059728807	0.952371628	NA
BMP1	Tissue enhanced	placenta: 21.1	437.8383612	-0.040853027	0.124996465	-0.326833457	0.743793853	0.971967975
ATXN2L	Expressed in all		619.4888857	-0.18014598	0.127533655	-1.412536786	0.157791967	0.783887553
PHYHIP	Tissue enhanced	cerebral cortex: 182.7;skin: 58.2	10.65601995	-0.496622207	0.471595728	-1.053067655	0.292309986	0.860393744
CCDC110	Tissue enriched	testis: 188.3	7.971832762	-0.180800906	0.303723017	-0.595282202	0.551654851	0.939813247
POLR3D	Expressed in all		71.16245794	-0.258172651	0.124825542	-2.068267811	0.038614847	0.627957104
FEN1	Mixed		107.9357939	-0.194590958	0.128762455	-1.511239883	0.130727344	0.771813231
SDPR	Expressed in all		708.0791345	0.242586489	0.148441202	1.63422612	0.10221138	0.741125547
MTCL1	Mixed		58.2170372	0.248903238	0.20484832	1.215061162	0.224342765	0.823468556
GBX2	Not detected		0.384403901	1.517878628	2.184027554	0.694990604	0.48706119	NA
HFE2	Group enriched	heart muscle: 45.4;liver: 123.4;skeletal muscle: 212.6	2572.957353	-0.045345216	0.146697748	-0.309106423	0.757240573	0.973036591
